Legal Name,U SDOT Number,MC/MX/FF Numbers,Physical Address
PRINCEFRAFRA LOGISTICS LLC,3863197,MC-1411907,"16690 HARWOOD OAKS CT APT 402
 
 DUMFRIES, VA   22026"
PRITAM TRANSPORT LLC,3857562,MC-1408124,"41 BEVERLY ST UNIT 4
 
 CARTERET, NJ   07008"
PRIZM LOGIC,3857649,MC-1408189,"12616 VANOWEN ST # 302
 
 N HOLLYWOOD, CA   91605"
PRO AMERICA INC,3759598,MC-428095,"6473 W ELDORADO LN
 
 LAS VEGAS, NV   89139-5315"
PRO LOGISTICX LLC,3857933,MC-1408379,"625 N TOWN EAST BLVD UNIT 510
 
 MESQUITE, TX   75150"
PROCARGO LLC,3777697,MC-1351159,"1450 STATE HIGHWAY HH
 
 SIKESTON, MO   63801"
PRODUCTION PAINT STRIPPING LTD,3669088,MC-1280068,"11 MCLACHLAN DR
 
 TORONTO, ON   M9W 1E3"
PROFICIENT DELIVERY LLC,3857099,MC-1407798,"102 CARSON DR
 
 CORDELE, GA   31015"
PROMA TRANS INC,3322481,MC-1413492,"2350 MARCONI PLACE SUITE 103
 
 SAN DIEGO, CA   92154"
PROS FROM GRINDING LLC,3862602,MC-1411484,"5801 E SWAN CREEK DR
 
 TACOMA, WA   98404"
PROSOURCE 300 INC,3865040,MC-1413177,"6423 S MINERVA AVE
 
 CHICAGO, IL   60637-3605"
PROSPERO TRANSPORTATION LLC,3858832,MC-1408976,"13 MARSHALL ST
 
 HAVERHILL, MA   01832"
PRZ NATION INC,3157493,MC-1405652,"2519 RAIN DR
 
 BAKERSFIELD, CA   93313-2210"
PSI LOGISTICS LLC,3865814,MC-1413752,"8105 NW 73RD AVE
 
 TAMARAC, FL   33321"
PSI TRANSPORTATION LLC,3834963,MC-1396339,"815 N GRANDEE AVE
 
 COMPTON, CA   90220-1630"
PTN TRUCKING & LOGISTICS INC,3561868,MC-1196578,"6415 S LAKE HOUSTON PKWY #607
 
 HOUSTON, TX   77049"
PULL BY THE PIT TRANSPORT LLC,2636119,MC-919823,"5115 BRIDLE POINT PARKWAY
 
 SNELLVILLE, GA   30039"
PULLER BEAR LOGISTICS LLC,3853275,MC-1405222,"7393 HANNEGAN RD
 
 LYNDEN, WA   98264"
PULLIN & PLOWIN LLC,1755118,MC-1413820,"N4259 COUNTY RD D
 
 HELENVILLE, WI   53137"
PULSAR TRUCKLINES INC,3841698,MC-1397300,"7828 DAY CREEK BLVD APT 936
 
 RCH CUCAMONGA, CA   91739"
PULSE LOGISTICS LLC,3813536,MC-1377203,"135 S STATE COLLEGE BLVD STE 200
 
 BREA, CA   92821"
PUT GOD FIRST LOGISTICS LLC,3848720,MC-1402143,"8359 LAURIE RD
 
 ADAMS RUN, SC   29426"
Q&F TRANSPORTS LLC,3609873,MC-1229194,"340 HOLIDAY DR APT 421
 
 SUMMERVILLE, SC   29483"
QCBRYANT 'S TRANSPORTATION LLC,3838701,MC-1395195,"209 EVESHAM DR
 
 SUMMERVILLE, SC   29485"
QFC EXPRESS TRUCKING INC,3851273,MC-1403866,"15609 DOUBLEGROVE ST
 
 LA PUENTE, CA   91744"
QFCOHIO LLC,3769775,MC-1411656,"23100 STATE ROUTE 739
 
 RAYMOND, OH   43067-9702"
QML LLC,3854767,MC-1406217,"6936 IMPERIAL RIDGE DR
 
 EL PASO, TX   79912"
QR TRANSPORTATION CORPORATION,3863167,MC-1411885,"807 E DIAMOND AVE
 
 HAZLETON, PA   18201"
QST 20 LLC,3805116,MC-1371064,"9216 S GREENWOOD
 
 CHICAGO, IL   60619"
QUANTUS INC,2988403,MC-17785,"524 MONTEREY TRAIL
 
 DAKOTA DUNES, SD   57049"
QUEEN CITY MAVERICKS LOGISTICS LLC,3856652,MC-1407505,"1004 N STATE HIGHWAY 342
 
 RED OAK, TX   75154"
QUEEN LOGISTICS COURIER & TRUCKING COMPANY LLC,3102270,MC-77985,"50 TRINITY LN
 
 COVINGTON, GA   30016"
QUEEN OF ROADS LLC,3627093,MC-1241192,"2507 GILL RD
 
 MOBILE, AL   36605"
QUEENPIN TRANSPORT LLC,3815325,MC-1378530,"345 N SYCAMORE ST
 
 FRUITA, CO   81521"
QUENTIN MASON,2487592,MC-1413445,"241 OLD ISNEY RD
 
 SILAS, AL   36919"
QUEST PROFESSIONAL SERVICES LLC,3698493,MC-1293117,"102 PELICAN GARTH
 
 FT WASHINGTON, MD   20744"
QUETZAL TRANSPORT & LOGISITCS LLC,3846453,MC-1400574,"9765 MARCONI DR STE 201L
 
 SAN DIEGO, CA   92154"
R & A TOWING LLC,3732024,MC-1317784,"508 COLONY PARK DRIVE
 
 PEARL, MS   39208"
R & E TRUCKING LLC,3841664,MC-1397277,"137 LOYAL LN
 
 HINESVILLE, GA   31313"
R & M FREIGHT SERVICES LLC,3860399,MC-1410047,"1150 NW 72ND AVE STE 455
 
 MIAMI, FL   33126"
R & R AUTO TRANSPORT LLC,3853262,MC-1405216,"299 MAIN ST
 
 SPRINGFIELD, ME   04487"
R KELS TRUCKING LLC,3862746,MC-1411592,"600 JUDITH ST
 
 RICH SQUARE, NC   27869"
R MACHADO TOWING LLC,3864366,MC-1412687,"4216 TEESDALE ST
 
 PHILADELPHIA, PA   19136"
R N EATON & COMPANY INC,52701,MC-1403949,"4124 NW RIVERSIDE ST
 
 RIVERSIDE, MO   64150"
R T WOOLF TRUCKING INC,3825277,MC-1385631,"905 TRACHSVILLE HILL RD
 
 KUNKLETOWN, PA   18058"
R&B GLOBAL TRUCKING LLC,3862935,MC-1411723,"347 MIDWAY BLVD STE 106
 
 ELYRIA, OH   44035"
R&B LOGISTICS LLC,3859568,MC-1409472,"32614 ORCHARD HAZE DR
 
 PATTISON, TX   77423"
R&B TRUCKING LLC,3740578,MC-1323979,"1726 PARKRIDGE DR
 
 KNOXVILLE, TN   37924"
R&G TRANSERVICES LLC,3837896,MC-1394628,"16456 SW 139TH CT
 
 MIAMI, FL   33177"
R&J FREIGHT XPRESS CORP,3821566,MC-1383048,"1790 SW 175TH ST
 
 MIAMI, FL   33187"
R&J FREIGHTLINES INC,3864750,MC-1412957,"8318 WINDSWEPT CT
 
 ELK GROVE, CA   95758"
R&J TRANSPORTATION,3862957,MC-1411737,"430 OAKWOOD LN
 
 OWATONNA, MN   55060"
R&JL TRANSPORTATION SERVICES LLC,3824636,MC-1385166,"12191 VERDE GARDENS RD
 
 JACKSONVILLE, FL   32218"
R&K DIXON TRUCKING LLC,3853752,MC-1405536,"4125 FALCONWAY LN
 
 N CHESTERFLD, VA   23237"
R&R FREIGHT SERVICES INC,2230294,MC-450420,"2209 ARROW ROUTE
 
 UPLAND, CA   91786"
R&S BROTHERS TRUCKLINE INC,3610387,MC-1229549,"5431 S CLOVIS AVE
 
 FRESNO, CA   93725"
R&S T TRUCKING LLC,3800555,MC-1367779,"2015 AYRSLEY TOWN BLVD STE 202
 
 CHARLOTTE, NC   28273"
R107 TRUCKING LLC,3855169,MC-1406498,"2100 FUTURE DR
 
 SELLERSBURG, IN   47172"
RAAVJ LOGISTICS LLC,3856119,MC-1407654,"3438 SARGEANT DR
 
 CHARLOTTE, NC   28217-1153"
RACKEAM MULLINGS,3649751,MC-1257559,"10 BELDEN ST B4
 
 HARTFORD, CT   06120"
RAD'S CONTRACTOR SERVICES LLC,3852929,MC-1404977,"723 N CHESTER ST
 
 BALTIMORE, MD   21205"
RADTKE LAWN SERVICE LLC,3850792,MC-1403557,"924 PORTAGE RD
 
 WOOSTER, OH   44691"
RAFAEL Q IBARRA,2721697,MC-1412467,"7938 LEEDS ST
 
 DOWNEY, CA   90242"
RAGING BULL TRANSIT LLC,3823230,MC-1384173,"835 BRENTWOOD AVE
 
 SEDALIA, MO   65301"
RAHWA LOGISTICS LLC,3859325,MC-1409304,"8507 FREMONT AVE N
 
 SEATTLE, WA   98103"
RAKHMANOV TRANSPORTATION INC,3857053,MC-1407768,"8555 TONNELLE AVE STE 106
 
 NORTH BERGEN, NJ   07047"
RAM TRANSPORT & LOGISTICS LLC,3866604,MC-1414284,"611 SECOND ST
 
 DESTIN, FL   32541"
RAM TRANSPORT LLC,3836133,MC-1393341,"2809 BOSTON ST APT 323
 
 BALTIMORE, MD   21224"
RAMAN TRUCKING INC,3862479,MC-1411411,"3323 S MCCALL AVE
 
 SANGER, CA   93657"
RAMAY KHASYANOV,1855920,MC-1411259,"118 WOODSIDE TERRACE
 
 WESTFIELD, MA   01085"
RAMESH TRUCKING LLC,3864012,MC-1412474,"7970 SW 13TH TER
 
 MIAMI, FL   33144"
RAMHELL TRANS LLC,3858836,MC-1408978,"1011 PECAN CREEK DR
 
 PFLUGERVILLE, TX   78660"
RAMONA BENJAMIN,2553469,MC-1414113,"316 SOUTH PARK STREET
 
 GREENVILLE, AL   36037"
RAMOS DRAYAGE INC,3819435,MC-630912,"2727 TRANSPORT RD
 
 CLEVELAND, OH   44115"
RANDOM TRANSPORTATION,3832228,MC-1390625,"2162 FITZGERALD AVE
 
 COMMERCE, CA   90040"
RANGEL TRANSPORTATION LLC,3766284,MC-1342800,"91 SARANAC AVE LOWR
 
 BUFFALO, NY   14216"
RANJHA CARGO INC,3701108,MC-1295034,"24831 SOLVANG LN
 
 MENIFEE, CA   92584"
RAPID DEALS INC,3841233,MC-1408716,"5521 SCHAEFER AVE
 
 CHINO, CA   91710"
RAPID HOTSHOT TRANSPORT LLC,3862151,MC-1411210,"3300 CHINABERRY LN
 
 JOSHUA, TX   76058"
RAPID TRANSPORT HDEZ LLC,3818835,MC-1381121,"8815 SE 143RD LN
 
 SUMMERFIELD, FL   34491"
RAPIDO CARGO HONDURAS CORPORATION,3856173,MC-1407175,"2240 MEADOW LN
 
 NORTH CHICAGO, IL   60064"
RASHIED EXPRESS LLC,3681859,MC-1280998,"17 E BRUCE AVE
 
 DAYTON, OH   45405"
RATHORE SONS LLC,3832040,MC-1390483,"24910 GRAND SAPPHIRE LN
 
 KATY, TX   77493"
RAUF LLC,3842574,MC-1398758,"1909 31ST AVE SW APT 274
 
 MINOT, ND   58701-7471"
RAV TRANSPORTATION INC,3620698,MC-1236647,"4510 LOS MARTINEZ DR
 
 LAREDO, TX   78041"
RAVEN EXPRESS TRUCKING LLC,3862461,MC-1411402,"7121 E SYLVANE DR
 
 TUCSON, AZ   85710"
RAVONROAD INC,3805777,MC-1371536,"155 BRIGHT RIDGE DR
 
 SCHAUMBURG, IL   60194"
RAY-MAC FREIGHT LLC,3865553,MC-1413563,"2573 PINNACLE POINT DR
 
 GRAND PRAIRIE, TX   75054"
RAYMOND H NOLT,3856349,MC-1407295,"560 MOUNTAIN LN
 
 NEW HOLLAND, PA   17557"
RAYMOND HELVESTON,3844853,MC-1399498,"75 COUNTY ROAD 35940
 
 POWDERLY, TX   75473"
RAZI TRUCKING LLC,3847367,MC-1401227,"8620 PARK LN APT 109
 
 DALLAS, TX   75231"
RBI TRUCKING LLC,3680828,MC-1280201,"43549 W ELIZABETH AVE
 
 MARICOPA, AZ   85138"
RC HAULER INC,3866904,MC-1414476,"4 INDEPENDENCE WAY APT 203
 
 FRANKLIN, MA   02038"
RCP TRANSPORT LLC,3854820,MC-1406256,"13662 REGIS DR
 
 MORENO VALLEY, CA   92555"
READER'S LOGISTICS,3789667,MC-1359762,"10964 LOBLOLLY DR
 
 BAUXITE, AR   72011"
READY FREIGHT GO LLC,3839535,MC-1395785,"8218 43RD W
 
 BRADENTON , FL   34209"
READY TO GO TRUCKING LLC,3861930,MC-1411062,"297 BATTLE CREEK AVE
 
 BATTLE CREEK, MI   49037"
REAL TRUCK OF TEXAS LLC,3863051,MC-1411798,"24418 CANYON ROW
 
 SAN ANTONIO, TX   78260"
REALITY TRANSPORT LLC,3852679,MC-1404807,"103 E 2ND ST
 
 NATIONAL CITY, CA   91950"
REAPERS HAULERS LLC,3611856,MC-1230531,"11732 ORCHARD GROVE DR
 
 FORT WORTH, TX   76244"
REBECCA'S TRUCKING LLC,3296690,MC-1044879,"727 SCOTT DR
 
 FREDERICKSBRG, VA   22405"
RED ENTERPRISES INC,2013015,MC-1403086,"202 3ARD AVE NO
 
 FRANKLIN, TN   37064"
RED MOUNTAIN TRANSPORTATION LLC,3852242,MC-1404511,"1299 ZEPOL RD TRLR 103
 
 SANTA FE, NM   87507"
RED RIVER MOVING LLC,3847589,MC-1401363,"4845 EASTGATE LN
 
 PARIS, TX   75462"
RED WHITE & BLUE LOGISTICS INC,3843625,MC-1398630,"5810 SHELBY OAKS DR
 
 MEMPHIS, TN   38134"
REDBOX+ INTERNATIONAL LLC,3838748,MC-1395229,"731 FAIRFIELD CT
 
 ANN ARBOR, MI   48108"
REDD DIAMOND DELIVERIES LLC,3866129,MC-1413958,"313 KILLOUGH DR
 
 BIRMINGHAM, AL   35215"
REED LOGISTICS LLC,3861056,MC-1410480,"2303 N 161ST AVE
 
 GOODYEAR, AZ   85395"
REEDICULOUS TRUCKING LLC,3863647,MC-1412217,"126 DUNLEITH WAY
 
 CLINTON, MS   39056"
REESE & REESE TRUCKING LLC,3859633,MC-1409517,"16176 ASHTON AVE
 
 DETROIT, MI   48219"
REFEX LOGISTICS LLC,3842946,MC-1398463,"300 SHADOW MOUNTAIN DR APT 401
 
 EL PASO, TX   79912-4004"
REGISTAN TRANSPORT INC,3471199,MC-1136215,"3732 FISHCREEK RD UNIT 212
 
 STOW, OH   44224"
REID T GERHARDT,2937875,MC-1412683,"1313 SCHOOL ST
 
 FAIRMONT, MN   56031-4436"
REISA SANCHEZ LLC,3759896,MC-1338086,"7523 HARE AVE
 
 JACKSONVILLE, FL   32211"
RELIABLE TRUCK DISPATCHING LLC,3827613,MC-1387306,"8902 N 19TH AVE APT 2024
 
 PHOENIX, AZ   85021"
REMENTER TOWING,3855688,MC-1406852,"16078 PEPPERBOX RD
 
 DELMAR, DE   19940"
RENEWED TRUCKING LLC,3830533,MC-1389381,"45 LOUISIANA DR
 
 PALM COAST, FL   32137"
RENGO LOGISTICS LLC,3850060,MC-1403027,"6907 SOCIETY DR APT C
 
 TAMPA, FL   33617"
RESCUE ME MOVING COMPANY LLC,3858989,MC-1409083,"3311 RIDGE BROOK TRL
 
 DULUTH, GA   30096"
REVELS HAULING LLC,3437980,MC-1402212,"2677 REVELS FARM RD
 
 COFFEE SPGS, AL   36318-5125"
REVOLUTION X TRANSPORTATION,3828465,MC-1387884,"626 W LANCASTER BLVD STE 71
 
 LANCASTER, CA   93534"
REVVED UP TRUCKING LLC,3842071,MC-1397570,"3013 GREENRIDGE DR
 
 VERONA, PA   15147"
REYNE LOGISTICS LLC,3826064,MC-1386216,"1600 W 143RD ST APT 320
 
 BURNSVILLE, MN   55306"
RF2 LOGISTIC LLC,3816140,MC-1379144,"4544 ALDER RIDGE RD
 
 WILMINGTON, NC   28412"
RICHARDSON FAMILY TRUCKING LLC,3829891,MC-1388902,"6516 AMBER SKY WAY
 
 EASTVALE, CA   92880"
RICHYSON TRANSPORTATION LLC,3724968,MC-1312637,"3141 SERENDIPITY WAY
 
 DAVENPORT, FL   33896"
RICKEY'S GOLD COUNTRY MOVING LLC,3065202,MC-1398360,"11616 ALTA SIERRA DR
 
 GRASS VALLEY, CA   95949"
RICKY & MARYS TRUCKING LLC,3865366,MC-1413421,"5231 SE 17TH ST
 
 OCALA, FL   34471"
RICO & RYKER TRUCKING LLC,3831126,MC-1389795,"1510 DANLEE DR
 
 LANCASTER, SC   29720"
RIDGID BOX LLC,3572272,MC-1203726,"719 S TWIN OAKS VALLEY RD APT 557
 
 SAN MARCOS, CA   92078"
RIHANNA TRUCK STOP LLC,3864611,MC-1412857,"1320 AXLE CIRCLE
 
 WINTER HAVEN , FL   33880"
RIOTRAN INC,3848545,MC-1402026,"14050 N 83RD AVE STE 290
 
 PEORIA, AZ   85381"
RIVAS ALVARENGA LOGISTICS LLC,3848912,MC-1402260,"101 WHITBY LN
 
 CENTREVILLE, MD   21617"
RIVERA HVAC LLC,3848007,MC-1401658,"4102 PANTHER CREEK PKWY
 
 DURHAM, NC   27704"
RIVERLAND FREIGHT LLC,3798605,MC-1366340,"8526 LA 67
 
 CLINTON, LA   70722"
RIVERSIDE HAULING LLC,3673062,MC-1408080,"4495 EMORY DRIVE
 
 BUFORD, GA   30518"
RJF TRUCKING LLC,3856803,MC-1407602,"1312 COUNTY ROAD 2431
 
 COMO, TX   75431"
RK & M COMMUNICATIONS LLC,3849915,MC-1402937,"7850B ESTRADA AVE
 
 FORT KNOX, KY   40121"
RM ACOSTA TRANSPORT LLC,3605827,MC-1226411,"8355 FM 631
 
 TAFT, TX   78390"
RM DAZZ,3514084,MC-1164114,"3405 SAILING WINDS WAY
 
 LEESBURG, FL   34748"
RMS TRUCKING LLC,3854610,MC-1406108,"408 SKIPPER ST
 
 BREAUX BRIDGE, LA   70517"
RNG ENTERPRISES LLC,3855628,MC-1406820,"9 PINE GROVE RD
 
 BLOOMFIELD, CT   06002"
RNV LOGISTICS LLC,3851960,MC-1404322,"4889 LORI ST
 
 VALDOSTA, GA   31605"
ROAD ANGEL,3845685,MC-1400058,"8441 MINUET PL
 
 PANORAMA CITY, CA   91402"
ROAD LYNK LOGISTICS,3832493,MC-1390808,"2759 COOLIDGE AVE
 
 LOS ANGELES, CA   90064"
ROAD MONSTER TRUCKING LLP,3864909,MC-1413316,"755 LUXURY LN APT E
 
 ASHEBORO, NC   27205-8925"
ROAD RUNNER TRANSPORT & DELIVERY LLC,3855244,MC-1410945,"4398 NW 35TH AVE
 
 FT LAUDERDALE, FL   33309"
ROAD RUNNER TRUCKING LTD,3829473,MC-1388611,"3736 NOOTKA STREET
 
 ABBOTSFORD, BC   V2T 5A4"
ROAD RUNNERS TRANSPORTATION LLC,3845981,MC-1400269,"1214 JAMAL LN W
 
 PORTSMOUTH, VA   23701"
ROADML TRANSPORT INC,3852777,MC-1404878,"13399 NW 113TH AVENUE RD
 
 MEDLEY, FL   33178"
ROADRUNNER LOGISTICS HOTSHOT LLC,3866260,MC-1414030,"808 N LIDE AVE
 
 MT PLEASANT, TX   75455"
ROADRUNNERS TRUCKING LLC,3826730,MC-1394548,"1446 COBURG RD
 
 COLUMBUS, OH   43227-3220"
ROBE TRANSPORT LLC,3822274,MC-1394363,"10113 WATERSTONE DR
 
 HOUSTON, TX   77042-5808"
ROBERTO HERNANDEZ,3829443,MC-1414562,"8713 AMBOY AVE
 
 SUN VALLEY, CA   91352-2302"
ROBLES FATHER & SON SERVICES LLC,3668530,MC-1271172,"879 S WISTERIA AVE
 
 BLOOMINGTON, CA   92316"
ROCKY TOP HAULING LLC,3786283,MC-1391012,"1900 MAYNE TRACE RD
 
 WAVERLY, TN   37185-2958"
RODA TRANSPORTATION LLC,3856635,MC-1407495,"3723 S 78TH AVE
 
 PHOENIX, AZ   85043"
RODEO WEST TRUCK'N LLC,3750213,MC-1331000,"5681 W HUNTER HOLLOW DR
 
 W VALLEY CITY, UT   84128"
RODRIGUEZ DELIVERY LLC,3834692,MC-1392342,"1124 S MCBRIDE ST
 
 SYRACUSE, NY   13202"
RODRIGUEZ WTX TRANSPORTATION LLC,3841683,MC-1397288,"9249 W MURPHY ST
 
 ODESSA, TX   79763"
ROGER TRANSPORTATION LLC,3866819,MC-1414420,"3432 N 84TH LN
 
 PHOENIX, AZ   85037"
ROGER WILL GET YOU THERE LLC,3858712,MC-1408904,"630 MARGARET ST
 
 DOLTON, IL   60419"
ROGERS TRANSPORTATION,3817174,MC-1379908,"8390 WASHINGTON BLVD
 
 JESSUP, MD   20794"
ROGERS TRANSPORTING,3696131,MC-1291405,"4705 MERCER RD
 
 STONE MTN, GA   30083"
ROGUE ONE LOGISTICS INC,3845636,MC-1400022,"3377 CALIFORNIA AVE
 
 SIGNAL HILL, CA   90755"
ROJOS TRUCKING LLC,3863302,MC-1411977,"7594 LAUREL AVE
 
 BROWNSVILLE, TX   78526"
ROLLING 18 INC,3836909,MC-1393900,"30 N GOULD ST STE 10588
 
 SHERIDAN, WY   82801"
ROLLING RADO'S TRUCKING LLC,3864262,MC-1412620,"2839 SPUR AVE
 
 ODESSA, TX   79762"
ROMACORP LOGISTICS LLC,3831896,MC-1390364,"3011 CALLE VISTOSO LN
 
 LAREDO, TX   78045"
RONIN TRANSPORT LLC,3862722,MC-1411572,"150 N MCLEAN BLVD APT 131
 
 WICHITA, KS   67203"
ROOK LOGISTICS LLC,3846858,MC-1400879,"6432 NW COLUMBIA AVE
 
 LAWTON, OK   73505"
ROSER TRUCKING LLC,3846251,MC-1400453,"5882 E 1250 N
 
 N MANCHESTER, IN   46962"
ROSS LOGISTICS TRUCKING LLC,3860313,MC-1409982,"11584 NEW FOREST TRL
 
 MIDLOTHIAN, VA   23112"
ROUSE TRANSPORT LLC,3857260,MC-1407919,"1663 S MAPLE
 
 MESA, AZ   85206"
ROUSEOLOGY LOGISTICS LLC,3835149,MC-1400034,"608 CHARTER OAKS BLVD
 
 ORANGE PARK, FL   32065-3210"
ROVALU TRANSPORT LLC,3866758,MC-1414378,"104 N GLOBE AVE
 
 PORTALES, NM   88130"
ROWDAVNIA TRANSPORTATION LLC,3855594,MC-1406795,"13355 VERBENA DR APT I147
 
 DSRT HOT SPGS, CA   92240"
ROWDY DOWDY HAULING LLC,3858161,MC-1408540,"93 BIG SKY DR
 
 LEICESTER, NC   28748"
ROYAL 2 THA T LLC,3856789,MC-1407592,"24252 S 201ST CT
 
 QUEEN CREEK, AZ   85142"
ROYAL LANES LOGISTICS LLC,3862910,MC-1411707,"1057 BAYROSE CIR
 
 EAST POINT, GA   30344"
ROYAL TRANSPORT COMPANY LLC,3833152,MC-1391277,"110 BELL ST
 
 HALLSVILLE, TX   75650"
ROYAL TRIFINITY LLC,3847823,MC-1401533,"807 BIRCH AVE
 
 WYNDMERE, ND   58081"
ROYALTY SEEKERS LOGISTICS LLC,2837720,MC-1407005,"25901 W TEN MILE RD SUITE 108
 
 SOUTHFIELD, MI   48033"
RP CARRIER LLC,3852996,MC-1405028,"1306 ROBINHOOD RD
 
 DURHAM, NC   27701"
RPLP BROKERAGE & LOGISTICS LLC,3851697,MC-1407480,"8421 DORCHESTER RD STE 109-PMB 160
 
 NORTH CHARLESTEN , SC   29420"
RRR AWAY LLC,3860857,MC-1410345,"29 MOUNT AVE
 
 WORCESTER, MA   01606"
RS BOX TRUCKING LLC,3836817,MC-1393841,"11 MIDWOOD DR
 
 FLORHAM PARK, NJ   07932"
RSOT BROKERAGE,3865662,MC-1413643,"109 TURLINGTON CT
 
 LIVINGSTON, NJ   07039"
RSS TRANSPORTATION AND LOGISTICS,3789936,MC-1360042,"6000 POPLAR AVE STE 250
 
 MEMPHIS, TN   38119"
RTG TRANSPORTATION & LOGISTICS LLC,3834583,MC-1392262,"425 IRVINE TURNER BLVD
 
 NEWARK, NJ   07108"
RTM TRANSPORT,3540438,MC-1369665,"4733 KINGS GAP RD
 
 SHILOH, GA   31826-2755"
RU MOVING LLC,3837524,MC-1394380,"1056 K TOWN RD
 
 STATE LINE, MS   39362"
RUBBER DUCK TRUCKING LLC,3713594,MC-1304301,"5537 GRANADA LANE
 
 MISSION, KS   66205"
RUBBER SIDE DOWN TRUCKING LLC,3855582,MC-1406791,"3250 CLARK RD
 
 BOILING SPGS, SC   29316"
RUDRA LOGISTICS INC,3628307,MC-1242051,"704 S MONFORT ST APT 1
 
 GREENSBURG, IN   47240"
RUNNING S TRANSPORT LLC,3861367,MC-1410682,"163 CLOTHESLINE RD
 
 SHOSHONI, WY   82649"
RUSH HOUR LOGISTICS INC,3842215,MC-1397667,"2501 SW TRENTON ST # 1039
 
 SEATTLE, WA   98106"
RUSH HOUR TRUCKING LLC,3838714,MC-1395205,"2931 NW 44TH AVE
 
 LAUD LAKES, FL   33313"
RUSHRIDE TRANSPORT,3847982,MC-1401635,"33 ACRUX CT
 
 SEWELL, NJ   08080"
RVP LOGISTICS LLC,3421829,MC-1413761,"124 COUNTY ROAD 786
 
 NATALIA, TX   78059-2071"
RVS TRANSPORTATION LLC,3845745,MC-1400095,"10719 8TH ST E
 
 EDGEWOOD, WA   98372"
RW BETHUNE ENTERPRISES LLC,3737820,MC-1398628,"5386 AL HWY 117
 
 FLAT ROCK, AL   35966-4761"
RXI CO,3850005,MC-1402994,"164 N 71ST ST
 
 KANSAS CITY, KS   66111"
RZM LOGISTICS LLC,3794227,MC-1363150,"8526 LOCKRIDGE VALLEY TRAIL
 
 RICHMOND, TX   77407"
S & O 24 HOUR LOGISTICS,3669411,MC-1271807,"9550 NW 24TH CT
 
 SUNRISE, FL   33322"
S E KING TRUCKING LLC,3815802,MC-1378896,"8351 LOWER TRAILHEAD AVE
 
 LAS VEGAS, NV   89113"
S M C ENTERPRISE LLC,3855431,MC-1406678,"4908 SUNVIEW CIR APT 1006
 
 INDIANAPOLIS, IN   46237"
S N S TRUCKING LLC,3850208,MC-1403138,"429 9TH AVE
 
 CLAYTON, WI   54004"
S&A ALL DAY TRUCKING LLC,3855503,MC-1406726,"1412 AMEN CT
 
 HOPE MILLS, NC   28348"
S&E DELIVERY SERVICES LLC,3849112,MC-1402396,"1549 AC EVANS ST
 
 RIVIERA BEACH, FL   33404"
S&F HAULING,3852294,MC-1404552,"2824 ALABAMA AVE
 
 HALETHORPE, MD   21227"
S&G REMODELING GROUP LLC,3849791,MC-1413411,"56 SAPWOOD WAY
 
 HINESVILLE, GA   31313-1233"
S&JS LOGISTICS LLC,3822803,MC-1383876,"1580 STAR STELLA DR
 
 ODENTON, MD   21113"
S&K DREAMS LLC,3816600,MC-1379487,"248 S TIMBERCREEK DR
 
 AMARILLO, TX   79118"
S&L CURRIER SERVICES LLC,3810932,MC-1375329,"2612 N
 
 MILWAUKEE, WI   53211"
S&L TRUCKING LLC,3728942,MC-1413653,"707 S OKFUSKEE AVE
 
 WEWOKA, OK   74884-3146"
S&R TRANSPORT GROUP INC,3853729,MC-1405524,"300 E BUSINESS WAY STE 200 # 2479
 
 CINCINNATI, OH   45241"
S&W ROADSIDE SERVICES LLC,3550511,MC-1414351,"36926 CHARTER CT
 
 PALMDALE, CA   93552-5324"
SABR TRUCKING INC,3838913,MC-1395335,"6986 INDEPENDENCE BLVD
 
 N RIDGEVILLE, OH   44039"
SACRAMENTO MOUNTAIN TRANSPORT LLC,3786159,MC-1357178,"12 OWL RD
 
 CLOUDCROFT, NM   88317"
SAFE LINE INC,3858972,MC-1409074,"8057 MUIRFIELD LN
 
 MAINEVILLE, OH   45039"
SAFEBUY TRANSPORTATION LLC,3664151,MC-1268000,"7613 W KNOLL ST
 
 HOUSTON, TX   77028"
SAFEWATCH SECURITY LLC,3861864,MC-1411007,"6958 TENT CHURCH RD NE
 
 LANCASTER, OH   43130"
SAFFS TRUCKING LLC,3811928,MC-1376043,"4132 E JOPPA RD STE 110
 
 NOTTINGHAM, MD   21236"
SAINT'S TRUCKING LLC,3495335,MC-1151772,"146 DELMONICO AVE
 
 SOMERSET, NJ   08873"
SALT LAKE LOGISTICS LLC,3763103,MC-1340474,"863 W SHELTON WAY
 
 MIDVALE, UT   84047"
SALT OF THE EARTH LOGISTICS,3841888,MC-1397444,"592 E 141ST ST APT 2D
 
 BRONX, NY   10454"
SAL-TRANS XPRESS LEASING INC,3811989,MC-1376083,"320 LOGISTICS UNIT C
 
 LAREDO, TX   78045"
SALWA TRANSPORT INC,3858860,MC-1408997,"2118 MONAGHAN DR
 
 HERNDON, VA   20170"
SAM H JONES FURNITURE & APPLIANCES INC,1087054,MC-1391050,"608 N 5TH AVENUE
 
 POCATELLO, ID   83201"
SAM TRANSPORT SERVICES INC,3858804,MC-1408960,"926 SAUER CRES
 
 SASKATOON, SK   S7W 0K2"
